SRCID,Mode,Q1,Q2,nominal Q2,Q3,Q4,binary undecided voter,DUM1,DUM2,Q5a,Q5b,Q5c,Q5d,Q5e,Q5f,Q5g,Q5h,Q5i,Q5j,Q5k,Q5m,Q6,Q7a,Q7b,Q7c,Q7d,Q7e,Q7f,Q7g,Q7h,Q7i,Q8,Q9a,Q9b,Q9c,Q9d,Q9e,Q9f,Q9g,Q9h,Q9i,Q9j,Q9k,Q10,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_DK,Q13_REF,Q14,Q15a,Q15b,Q15c,Q15d,Q15e,Q15f,Q15g,Q15h,Q15i,Q15_safe_gambler,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q16h,Q16i,Q17a,Q17b,Q17c,Q17d,Q18,Q20,Q22,Q23,Q24,Q25,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap,nominal StateMap
1726,1,2,7,"""7""",16,6,FALSE,1,2,2,2,2,2,2,2,2,2,2,2,3,2,4,1,1,1,1,1,1,2,1,1,9,3,2,2,3,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,2,2,3,3,2,3,3,3,2,3,3,3,2,5,7,1, , , ,2,3,2,3,3,"""3"""
26,1,4,16,"""16""",13,1,FALSE,1,1,2,2,2,2,-98,2,2,-98,2,1,2,2,3,2,1,1,1,2,1,2,1,1,4,3,3,4,3,3,1,3,3,2,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , ,,1,1,4,3,1,1,4,3,1,3,1,4,4,-98,8,1, , , ,2,4,3,3,3,"""3"""
1081,2,1,20,"""20""",17,3,FALSE,1,1,1,1,2,1,2,1,2,1,2,1,2,2,10,3,2,2,3,2,1,2,2,2,2,3,3,2,3,3,2,1,1,1,2,1,1,2,4,1,1,2,2,2,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,4,4,4,4,4,4,4,4,4,1,2,2,3,2,2,3,2,4,2,3,2,3,4,7,7,3,1983,1,2,1,4,1,3,3,"""3"""
5,1,4,1,"""1""",13,1,FALSE,1,1,2,1,1,2,1,2,2,2,1,2,-98,1,4,1,1,1,1,3,1,1,1,1,9,3,3,2,2,3,2,2,2,3,2,2,1,3,2,3,3,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,2,3,2,4,4,2,2,3,1,4,3,5,0,1, , , ,2,4,3,4,4,"""4"""
55,2,4,13,"""13""",1,1,FALSE,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1,1,1,8,3,3,4,4,3,3,3,3,3,3,3,2,2,3,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,1,1,4,1,4,3,1,1,4,1,4,4,1,0,1,-98,2, ,2,4,1,4,4,"""4"""
451,2,2,11,"""11""",1,1,FALSE,2,3,1,1,2,2,1,1,1,2,2,2,1,2,6,2,1,1,1,1,2,1,1,1,5,3,3,3,3,3,2,1,2,2,2,2,-98,1,2,1,2,2,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,2,2,3,2,3,2,2,3,1,2,3,2,2,5,8,3,2002,1,2,2,2,1,4,4,"""4"""
875,2,2,1,"""1""",32,1,FALSE,1,2,2,1,2,1,1,1,1,2,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,2,1,1,3,1,3,3,3,1,3,2,3,3,5,5,3,1994,1,2,2,2,1,4,4,"""4"""
822,1,2,6,"""6""",28,1,FALSE,2,2,2,1,2,2,2,2,2,2,2,-99,3,-99,4,1,1,1,1,1,1,1,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,-99,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,2,3,3,2,4,3,-98,2,3,2,3,-99,5,5,3, , , ,2,4, ,4,4,"""4"""
1458,2,2,16,"""16""",1,1,FALSE,1,1,1,1,1,1,1,1,1,2,1,2,2,1,4,1,1,1,1,1,1,1,1,1,3,3,4,2,3,3,1,1,1,1,2,1,2,2,3,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,1,3,2,2,3,2,3,3,3,2,3,2,3,3,8,7,1, , , ,2,2,2,4,4,"""4"""
287,2,2,13,"""13""",96,3,FALSE,1,3,2,3,3,2,2,4,3,2,2,3,3,3,1,1,1,2,2,2,1,3,2,1,6,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,3,3,3,3,2,3,2,2,8,8,3, , , ,1,3,2,4,4,"""4"""
1831,2,1,-98,"""-98""", ,1,FALSE,2,1,2,1,1,1,2,1,2,2,2,1,2,2,4,1,1,1,1,1,2,1,1,1,8,3,1,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,2,2,3,2,2,3,4,3,1,3,2,2,2,1,8,2, , , ,2,2,2,5,5,"""5"""
1320,1,2,13,"""13""",32,3,FALSE,1,2,1,1,4,1,1,1,3,4,1,1,4,2,4,1,1,1,1,1,1,1,2,1,1,4,3,3,3,3,3,3,3,1,2,3,2,2,3,2,1,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,3,2,1,3,1,3,4,2,1,3,1,4,1,0,0,3,1959,1,1,2,4,1,5,5,"""5"""
1041,2,2,96,"""96""",32,1,FALSE,2,1,1,3,2,3,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,2,1,9,3,3,3,3,4,3,3,3,3,3,3,2,2,4,2,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,2,2,1,4,4,2,1,4,1,4,4,4,7,3, , , ,2,4,3,5,5,"""5"""
657,2,2,5,"""5""",20,1,FALSE,1,3,2,2,1,2,1,2,1,2,1,3,2,2,10,1,1,1,1,1,1,2,2,1,9,3,3,3,2,3,2,2,2,2,2,2,1,2,3,3,3,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,1,3,1,4,4,2,1,3,2,3,1,3,4,1, , , ,2,4,3,5,5,"""5"""
1334,2,4,19,"""19""",96,8,FALSE,1,3,2,3,1,1,3,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,9,4,3,2,3,3,2,2,4,4,3,4,2,1,4,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,1,3,1,3,4,1,2,3,1,3,3,8,10,3,1983,1,2,1,3,1,5,5,"""5"""
1329,1,2,1,"""1""",19,96,FALSE,2,3,2,3,2,2,2,1,1,2,1,2,1,2,6,1,1,1,2,1,2,1,2,1,1,3,3,3,2,2,2,3,2,2,2,2,-98,2,3,2,1,2,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,1,4,1,1,3,1,4,4,1,1,4,1,3,4,8,10,3,2002,1,1,2,4,1,5,5,"""5"""
348,2,4,16,"""16""",16,11,FALSE,1,2,3,3,2,1,1,2,2,1,2,2,2,2,4,1,1,2,1,1,2,3,1,1,2,4,4,3,3,3,4,2,3,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,2,3,1,3,4,2,2,2,2,2,2,6,10,1, , , ,1,2,2,5,5,"""5"""
1746,2,2,20,"""20""",6,3,FALSE,2,1,1,2,3,2,2,1,2,2,1,1,2,1,9,2,1,2,2,1,2,2,1,2,5,2,3,2,3,2,2,2,2,2,2,1,1,1,4,2,1,2,3,2,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,108,4,4,4,4,4,4,4,4,4,1,2,1,2,3,2,3,2,3,2,3,3,2,3,7,8,3,1978,1,2,1,3,1,3,3,"""3"""
496,2,2,1,"""1""",96,1,FALSE,2,3,2,2,2,2,2,2,2,2,2,2,2,2,11,1,1,2,2,2,2,2,3,1,9,3,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,3,2,2,3,2,3,3,3,2,3,2,2,3,5,6,3,2013,1,2,2,2,1,3,3,"""3"""
521,2,4,11,"""11""",33,4,FALSE,1,3,3,2,3,2,2,1,1,2,1,1,1,1,6,4,3,2,3,1,2,3,1,2,5,2,4,2,3,4,2,1,1,1,2,2,-98,1,4,1,1,1,1,2,-98,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,1,-98,2,3,-98,1,-98,4,1,3,3,8,8,3,1981,1,2,1,3,1,1,1,"""1"""
447,2,2,4,"""4""",13,11,FALSE,1,1,2,2,2,1,4,2,2,2,3,1,2,1,4,3,1,3,2,2,1,3,3,1,2,4,3,2,2,2,2,2,2,1,2,2,2,1,4,2,1,1,2,3,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,30,4,4,4,4,4,4,4,4,4,1,1,2,3,1,4,2,4,4,2,4,2,2,4,4,6,3,2014,1,2,2,2,1,1,1,"""1"""
913,2,2,16,"""16""",35,1,FALSE,1,1,3,2,2,1,2,3,2,2,2,3,2,2,4,2,1,1,1,2,2,1,1,1,9,3,3,3,3,3,2,2,2,3,2,3,2,2,3,3,3,2,2,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,1,3,2,2,3,2,3,3,3,2,3,2,2,2,2,5,1, , , ,2,4,3,1,1,"""1"""
67,2,4,96,"""96""",96,4,FALSE,2,1,1,2,1,2,1,2,4,2,2,2,2,2,6,1,1,2,1,2,2,2,2,1,2,4,3,3,3,3,2,1,3,3,2,3,1,2,2,2,2,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,3,3,4,4,0.925925926,2,3,3,4,3,3,3,4,1,2,4,2,2,7,8,1, , , ,1,2,2,4,4,"""4"""
2069,2,2,20,"""20""",19,3,FALSE,2,1,2,2,2,1,2,1,3,2,2,1,2,2,9,1,2,1,2,2,2,2,2,2,1,3,3,3,4,3,2,2,2,2,2,2,2,1,3,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,4,1,1,4,1,4,4,2,1,2,2,3,4,1,7,3,1989,1,2,1,3,1,2,2,"""2"""
2532,2,2,4,"""4""",6,3,FALSE,1,3,2,4,2,1,3,3,4,1,1,3,4,1,12,1,2,1,1,1,2,2,2,1,1,4,3,2,3,2,2,2,2,1,2,1,2,1,3,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,1,4,1,3,4,1,1,1,3,2,2,2,10,3, , , ,2,1,3,2,2,"""2"""
1693,2,2,1,"""1""",16,1,FALSE,1,3,3,3,3,2,2,3,3,3,3,3,3,3,4,1,1,1,1,1,1,2,2,1,4,3,3,2,2,3,2,1,2,1,2,2,1,2,3,2,2,2,-98,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,4,4,4,4,4,4,4,4,4,1,3,1,2,3,2,3,3,3,2,2,2,3,3,5,8,1, , , ,2,2,2,1,1,"""1"""
1148,2,2,6,"""6""",5,3,FALSE,1,3,1,2,1,1,2,2,1,2,1,1,2,2,4,2,1,2,2,1,2,2,2,1,9,3,3,2,3,3,2,2,2,2,2,2,2,1,3,1,2,2,2,2,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,156,4,4,3,4,4,4,3,4,4,0.925925926,2,2,3,3,3,2,3,4,2,2,3,2,2,7,5,1, , , ,2,2,3,5,5,"""5"""
363,2,4,16,"""16""",16,-98,TRUE,1,1,2,2,2,3,3,1,2,1,2,1,2,1,12,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,3,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,2,2,2,2,3,3,2,3,1,3,2,3,3,8,6,3, , , ,1,3,2,3,3,"""3"""
1361,2,4,16,"""16""",35,1,FALSE,2,1,2,2,2,1,2,1,1,1,2,2,2,1,6,1,2,1,2,1,1,2,1,1,5,3,3,3,2,3,3,3,2,2,2,2,1,1,3,3,1,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,104,4,4,4,4,4,4,4,4,4,1,4,1,3,2,2,3,3,3,3,4,1,3,4,6,6,3, , , ,2,2,3,5,5,"""5"""
634,2,1,16,"""16""",1,-98,TRUE,1,2,2,2,2,2,2,2,2,2,2,2,3,2,4,1,1,1,1,1,1,1,1,1,5,3,3,3,3,4,2,1,3,3,3,3,2,2,3,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,1,4,1,1,4,1,4,4,2,1,4,1,4,4,5,6,1, , , ,2,4, ,2,2,"""2"""
1675,2,2,5,"""5""",1,1,FALSE,2,2,1,1,1,1,2,4,1,1,1,2,1,2,6,1,1,1,1,1,1,1,2,1,2,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,1,2,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,2,2,2,3,1,3,4,3,2,3,2,3,2,3,6,3,2014,1,2,2,2,1,5,5,"""5"""
470,2,2,13,"""13""",1,11,FALSE,1,1,2,2,3,1,3,2,2,3,2,3,2,2,1,1,1,1,1,2,2,2,1,2,2,3,3,3,2,3,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,1,0,1,1,1,0,1,0,0,1,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,3,1,2,3,1,2,4,3,2,3,2,3,3,5,5,1, , , ,1,4,3,1,1,"""1"""
1888,2,4,1,"""1""",16,1,FALSE,2,2,2,1,1,1,2,1,2,1,2,1,4,2,9,2,1,1,2,2,2,2,2,1,9,2,2,2,2,3,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,4,4,4,4,4,4,4,4,4,1,2,2,3,2,2,3,3,3,2,3,2,3,3,6,7,2, , , ,2, ,2,3,3,"""3"""
2395,1,4,26,"""26""",16,97,TRUE,2,2,2,3,2,3,4,2,1,3,3,4,3,2,6,1,1,1,1,2,1,1,1,2,2,3,3,3,1,3,3,3,-98,1,3,-98,-98,3,-98,-98,3,3,3,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,12,4,4,4,4,4,4,4,4,4,1,2,2,3,3,-98,3,2,3,2,3,3,2,2,8,5,1, , , , ,4,2,2,2,"""2"""
243,2,4,20,"""20""",11,4,FALSE,1,1,1,1,1,1,3,1,3,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,9,3,2,2,3,4,3,3,2,2,2,1,2,2,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,2,3,1,3,3,3,2,3,2,2,2,5,8,3,2017,1,2,1,2,1,2,2,"""2"""
1757,2,4,1,"""1""",29,3,FALSE,1,1,2,2,2,2,3,2,2,3,2,3,2,2,4,1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,3,2,0,1,0,1,1,1,0,0,0,1,0,0,0,0,72,4,4,4,4,4,4,4,4,4,1,2,2,3,3,3,2,2,3,3,3,2,3,3,8,8,1, , , ,2,3,2,3,3,"""3"""
115,2,2,17,"""17""",1,1,FALSE,1,1,2,2,2,1,1,1,1,2,2,2,2,2,5,1,1,1,1,2,1,2,1,1,3,2,2,3,3,3,2,2,3,1,3,2,2,2,2,2,2,2,2,2,2,1,0,0,1,1,1,0,0,0,1,0,0,0,0,48,3,3,3,3,2,2,2,2,3,0.518518519,2,2,3,2,2,2,2,3,2,2,2,2,2,7,5,1, , , ,2,3,2,1,1,"""1"""
1574,1,4,1,"""1""",26,2,FALSE,2,1,1,1,1,1,1,2,2,1,2,2,4,1,8,1,1,1,1,2,1,1,1,2,7,3,3,3,2,3,3,4,3,3,2,3,2,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , ,,4,4,1,4,1,4,4,4,1,3,1,1,1,3,2,3,2001,2, ,1,3,1,5,5,"""5"""
2505,1,5,1,"""1""",16,1,FALSE,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,8,4,4,4,4,3,2,1,3,3,2,1,2,1,2,1,1,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-98,4,4,4,4,4,4,4,4,4,1,2,1,1,3,1,2,3,1,-98,4,1,4,-98,0,10,3,2013,1,1,1,2,1,4,4,"""4"""
1768,2,2,13,"""13""",1,1,FALSE,2,1,2,1,2,1,4,2,1,4,2,4,2,4,4,1,1,2,1,1,1,1,1,1,5,3,2,3,3,3,3,3,2,3,2,3,2,3,3,3,4,4,4,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,96,4,4,4,4,4,4,4,4,4,1,2,2,3,2,3,2,2,4,2,2,3,2,2,6,4,1, , , ,1,4,3,4,4,"""4"""
44,1,2,11,"""11""",17,97,TRUE,1,3,2,2,2,1,1,2,2,3,2,2,3,2,4,2,1,2,2,2,2,3,2,1,9,3,3,2,3,3,2,2,2,2,2,2,1,2,3,2,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,1,1,3,1,4,4,1,3,1,2,3,2,5,5,1, , , ,2,4,2,1,1,"""1"""
123,2,4,11,"""11""",20,3,FALSE,1,1,2,1,2,2,3,1,2,2,1,1,2,1,6,1,2,1,2,1,2,1,1,2,5,2,3,2,3,3,3,2,2,2,2,2,1,2,3,2,2,2,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,156,3,3,3,4,2,3,1,3,4,0.62962963,3,1,2,3,2,4,3,2,2,4,1,2,3,8,5,1, , , ,2,4,2,2,2,"""2"""
2461,2,4,13,"""13""",28,1,FALSE,1,1,3,1,2,2,1,2,1,1,1,2,2,2,4,1,1,2,1,2,2,1,2,1,3,3,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5,4,4,4,4,4,4,4,4,4,1,3,2,2,3,2,3,2,2,2,3,2,3,2,5,7,1, , , ,2,4,2,1,1,"""1"""
1177,2,2,29,"""29""",11,1,FALSE,1,1,2,2,1,1,2,2,3,2,2,2,2,1,4,2,1,2,2,2,1,3,3,1,9,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,4,4,4,4,4,4,4,3,4,4,0.962962963,2,1,2,2,2,2,3,3,2,4,2,2,1,7,5,1, , , ,2,2,2,2,2,"""2"""
46,2,2,16,"""16""",1,-98,TRUE,1,2,4,1,2,1,4,2,1,4,2,3,2,2,4,2,1,1,1,2,2,3,2,1,9,3,3,2,3,2,2,2,1,1,1,1,1,1,4,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,1,3,1,4,4,1,1,4,1,4,2,3,5,1, , , ,2,3,2,1,1,"""1"""
163,2,5,16,"""16""",16,3,FALSE,1,3,1,3,3,1,1,1,1,2,1,1,1,1,9,1,2,2,3,1,1,2,1,2,8,4,4,4,4,3,3,3,2,2,2,1,1,1,4,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,1,2,2,2,3,3,1,1,3,2,4,2,3,2,8,10,3,2009,1,2,2,3,1,2,2,"""2"""
872,2,2,11,"""11""",16,3,FALSE,1,1,2,2,2,2,2,1,2,1,1,2,1,1,9,2,2,1,3,1,2,2,1,2,5,3,3,2,3,3,2,2,2,2,2,2,1,2,4,2,1,2,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,4,4,4,4,4,4,4,4,4,1,3,2,2,2,2,3,3,3,2,3,2,3,3,5,7,3,1972,1,2,2,4,1,2,2,"""2"""
990,2,2,17,"""17""",8,1,FALSE,1,3,1,1,2,1,2,1,2,1,1,2,2,1,4,1,1,1,3,1,2,1,1,1,5,3,3,3,4,4,2,2,2,2,2,3,1,2,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,1,1,4,1,4,4,1,1,4,1,3,3,8,8,3,2015,1,1,2,2,1,4,4,"""4"""
1686,2,2,16,"""16""",11,4,FALSE,1,2,1,1,2,1,2,1,2,2,1,2,2,2,4,1,1,2,1,1,2,3,1,1,5,2,3,3,2,2,3,3,2,3,2,2,1,2,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,2,2,1,4,1,4,4,2,2,3,2,3,3,8,7,3,2003,1,2,1,2,1,3,3,"""3"""
2533,2,4,11,"""11""",32,3,FALSE,2,2,2,1,2,2,3,2,2,3,2,2,2,1,12,1,1,1,1,1,2,1,1,1,5,4,3,3,3,4,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,36,3,4,4,4,4,4,4,4,3,0.925925926,3,2,2,3,3,3,3,3,2,2,3,2,2,8,4,3, , , ,1,2,2,2,2,"""2"""
2495,1,2,96,"""96""",19,1,FALSE,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,3,3,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,48,4,4,4,4,4,4,4,4,4,1,2,1,4,3,2,3,4,2,3,3,4,3,2,8,6,1, , , ,1,4,3,2,2,"""2"""
393,2,2,11,"""11""",-98,3,FALSE,1,2,1,2,3,1,3,1,3,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,5,2,2,2,2,3,2,2,2,2,2,2,1,2,3,2,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,1,3,2,4,4,3,2,3,2,2,4,3,5,3,1991,1,2,2,3,1,8,8,"""8"""
1093,2,4,11,"""11""",6,5,FALSE,2,2,3,1,2,1,2,1,2,2,1,2,2,1,12,1,2,2,2,1,2,2,1,2,5,3,4,2,3,4,2,1,2,2,1,2,1,2,4,2,1,2,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,208,4,4,4,4,3,4,3,4,4,0.925925926,3,1,1,3,1,4,4,1,2,4,1,3,4,4,7,3,1984,1,2,1,4,1,1,1,"""1"""
1611,2,2,11,"""11""",1,3,FALSE,1,1,1,1,1,2,1,1,3,3,1,1,2,1,9,2,2,2,3,1,2,2,1,1,5,3,3,1,3,3,2,1,2,1,1,1,1,1,4,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,4,1,2,3,2,4,3,2,1,3,2,3,4,6,9,3,1980,1,2,2,4,1,1,1,"""1"""
1307,1,2,1,"""1""",13,1,FALSE,1,1,2,1,1,1,1,1,1,2,2,1,2,2,4,1,1,1,1,1,1,2,1,1,2,3,2,2,2,2,2,1,1,2,2,2,1,2,2,3,2,2,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,1,1,4,2,1,3,2,2,1,2,2,2,4,3,7,1, , , ,2,4,3,3,3,"""3"""
741,2,4,16,"""16""",19,5,FALSE,1,1,2,3,3,3,2,1,1,2,1,4,2,1,7,2,1,2,1,1,2,3,1,2,8,4,4,3,4,4,2,2,4,3,3,4,2,1,4,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,4,4,4,4,4,4,4,4,1,1,1,1,2,1,4,4,1,1,4,3,1,1,8,10,1, , , ,1,3,3,1,1,"""1"""
2525,2,2,1,"""1""", ,3,FALSE,1,2,2,2,1,2,2,2,2,2,3,2,2,2,4,1,1,2,1,2,1,2,2,1,2,2,3,2,2,3,2,2,2,2,2,2,1,2,3,3,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,24,4,4,4,4,4,4,4,4,4,1,3,1,2,3,2,3,4,2,2,3,2,3,3,7,4,1, , , ,2,2,2,2,2,"""2"""
1857,2,2,96,"""96""",11,4,FALSE,2,2,3,2,2,1,3,2,2,2,3,2,2,3,4,1,1,1,1,2,2,1,2,1,4,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,364,4,3,4,4,4,4,4,3,4,0.925925926,2,3,3,3,2,3,2,3,3,2,3,2,2,9,10,3,1999,1,2,1,2,1,1,1,"""1"""
48,2,2,16,"""16""",13,5,FALSE,1,1,4,4,1,1,4,4,2,4,4,4,4,1,3,3,1,3,3,2,3,4,3,1,2,4,3,4,3,3,4,4,4,4,4,4,2,2,4,2,2,3,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,4,4,4,4,4,4,3,4,0.962962963,1,2,3,2,3,3,3,4,2,1,4,1,1,8,7,2, , , ,1,2,2,1,1,"""1"""
1434,2,1,35,"""35""",26,3,FALSE,2,2,1,1,2,1,2,1,1,2,1,2,1,1,4,1,1,1,1,1,1,2,1,1,9,3,3,1,2,3,2,1,1,1,1,1,1,1,4,2,1,1,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,25,4,4,4,4,4,4,4,4,4,1,2,2,3,2,2,3,3,4,2,3,2,2,3,5,7,3,1994,2, ,2,2,1,3,3,"""3"""
1316,2,2,-98,"""-98""", ,3,FALSE,1,3,3,2,2,1,3,2,2,3,2,1,1,1,4,2,2,2,2,1,1,2,1,2,5,4,4,3,3,4,2,2,2,1,2,3,1,2,3,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,2,3,3,2,3,3,4,2,3,3,2,3,6,5,2, , , ,2,1,3,1,1,"""1"""
707,2,2,4,"""4""",1,3,FALSE,1,1,1,1,1,1,2,1,1,2,1,1,2,1,4,1,2,2,2,1,2,2,1,2,5,3,3,2,4,4,2,2,2,2,2,2,1,1,4,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , ,,3,1,1,4,1,4,4,3,1,4,1,4,4,7,10,3, , , ,1,3,3,4,4,"""4"""
1436,1,1,16,"""16""",32,1,FALSE,1,1,2,3,2,1,4,1,2,3,2,3,4,2,4,3,1,2,1,1,1,2,1,1,9,1,1,2,2,2,1,1,2,2,2,-98,1,1,4,2,2,2,3,2,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,52,4,4,4,4,4,4,4,4,4,1,2,2,3,2,2,4,4,3,2,2,2,2,2,5,5,3,1972,1,2,2,4,1,1,1,"""1"""
